arm,stage,global_step,local_step,loss,lr
quarter,2,134150,34150,0.9870124,0.0001
quarter,2,134200,34200,0.9868857,0.0001
quarter,2,134250,34250,0.9870288,0.0001
quarter,2,134300,34300,0.9869251,0.0001
quarter,2,134350,34350,0.9872033,0.0001
quarter,2,134400,34400,0.9872192,0.0001
quarter,2,134450,34450,0.9869461,0.0001
quarter,2,134500,34500,0.9871379,0.0001
quarter,2,134550,34550,0.9873554,0.0001
quarter,2,134600,34600,0.9869151,0.0001
quarter,2,134650,34650,0.9867674,0.0001
quarter,2,134700,34700,0.9869212,0.0001
quarter,2,134750,34750,0.9867458,0.0001
quarter,2,134800,34800,0.9865585,0.0001
quarter,2,134850,34850,0.987072,0.0001
quarter,2,134900,34900,0.9871884,0.0001
quarter,2,134950,34950,0.9871169,0.0001
quarter,2,135000,35000,0.9870881,0.0001
quarter,2,135050,35050,0.9870458,0.0001
quarter,2,135100,35100,0.9869773,0.0001
quarter,2,135150,35150,0.9872625,0.0001
quarter,2,135200,35200,0.9867323,0.0001
quarter,2,135250,35250,0.9869168,0.0001
quarter,2,135300,35300,0.9868941,0.0001
quarter,2,135350,35350,0.9866551,0.0001
quarter,2,135400,35400,0.9866956,0.0001
quarter,2,135450,35450,0.9868197,0.0001
quarter,2,135500,35500,0.9868663,0.0001
quarter,2,135550,35550,0.9869145,0.0001
quarter,2,135600,35600,0.9870679,0.0001
quarter,2,135650,35650,0.9873018,0.0001
quarter,2,135700,35700,0.9865123,0.0001
quarter,2,135750,35750,0.987165,0.0001
quarter,2,135800,35800,0.9870695,0.0001
quarter,2,135850,35850,0.9869053,0.0001
quarter,2,135900,35900,0.987186,0.0001
quarter,2,135950,35950,0.9870625,0.0001
quarter,2,136000,36000,0.9868404,0.0001
quarter,2,136050,36050,0.9869972,0.0001
quarter,2,136100,36100,0.9869643,0.0001
quarter,2,136150,36150,0.9868821,0.0001
quarter,2,136200,36200,0.9873759,0.0001
quarter,2,136250,36250,0.9872386,0.0001
quarter,2,136300,36300,0.9876783,0.0001
quarter,2,136350,36350,0.9870161,0.0001
quarter,2,136400,36400,0.9872692,0.0001
quarter,2,136450,36450,0.9868048,0.0001
quarter,2,136500,36500,0.9869807,0.0001
quarter,2,136550,36550,0.9868708,0.0001
quarter,2,136600,36600,0.9867761,0.0001
quarter,2,136650,36650,0.9871901,0.0001
quarter,2,136700,36700,0.986932,0.0001
quarter,2,136750,36750,0.987217,0.0001
quarter,2,136800,36800,0.9869503,0.0001
quarter,2,136850,36850,0.9870346,0.0001
quarter,2,136900,36900,0.986968,0.0001
quarter,2,136950,36950,0.9867072,0.0001
quarter,2,137000,37000,0.9868774,0.0001
quarter,2,137050,37050,0.9869307,0.0001
quarter,2,137100,37100,0.9867555,0.0001
quarter,2,137150,37150,0.9870028,0.0001
quarter,2,137200,37200,0.9873123,0.0001
quarter,2,137250,37250,0.9869524,0.0001
quarter,2,137300,37300,0.9870816,0.0001
quarter,2,137350,37350,0.9863793,0.0001
quarter,2,137400,37400,0.9868186,0.0001
quarter,2,137450,37450,0.9873121,0.0001
quarter,2,137500,37500,0.9869502,0.0001
quarter,2,137550,37550,0.9868089,0.0001
quarter,2,137600,37600,0.9874318,0.0001
quarter,2,137650,37650,0.9872002,0.0001
quarter,2,137700,37700,0.9868222,0.0001
quarter,2,137750,37750,0.9870288,0.0001
quarter,2,137800,37800,0.986942,0.0001
quarter,2,137850,37850,0.9870843,0.0001
quarter,2,137900,37900,0.9868258,0.0001
quarter,2,137950,37950,0.9869627,0.0001
quarter,2,138000,38000,0.9870052,0.0001
quarter,2,138050,38050,0.9869862,0.0001
quarter,2,138100,38100,0.9873296,0.0001
quarter,2,138150,38150,0.9874212,0.0001
quarter,2,138200,38200,0.9872895,0.0001
quarter,2,138250,38250,0.9873685,0.0001
quarter,2,138300,38300,0.9871746,0.0001
quarter,2,138350,38350,0.9869599,0.0001
quarter,2,138400,38400,0.9872591,0.0001
quarter,2,138450,38450,0.9868446,0.0001
quarter,2,138500,38500,0.9872731,0.0001
quarter,2,138550,38550,0.9869394,0.0001
quarter,2,138600,38600,0.9870968,0.0001
quarter,2,138650,38650,0.9868483,0.0001
quarter,2,138700,38700,0.9869039,0.0001
quarter,2,138750,38750,0.9873264,0.0001
quarter,2,138800,38800,0.9871631,0.0001
quarter,2,138850,38850,0.9871457,0.0001
quarter,2,138900,38900,0.9872627,0.0001
quarter,2,138950,38950,0.9866529,0.0001
quarter,2,139000,39000,0.9869633,0.0001
quarter,2,139050,39050,0.9865715,0.0001
quarter,2,139100,39100,0.9871814,0.0001
quarter,2,139150,39150,0.987299,0.0001
quarter,2,139200,39200,0.9868724,0.0001
quarter,2,139250,39250,0.9872807,0.0001
quarter,2,139300,39300,0.9871168,0.0001
quarter,2,139350,39350,0.9871727,0.0001
quarter,2,139400,39400,0.9872162,0.0001
quarter,2,139450,39450,0.9869301,0.0001
quarter,2,139500,39500,0.9869039,0.0001
quarter,2,139550,39550,0.986878,0.0001
quarter,2,139600,39600,0.9873025,0.0001
quarter,2,139650,39650,0.9869367,0.0001
quarter,2,139700,39700,0.9869273,0.0001
quarter,2,139750,39750,0.9867969,0.0001
quarter,2,139800,39800,0.9870045,0.0001
quarter,2,139850,39850,0.9870031,0.0001
quarter,2,139900,39900,0.9870901,0.0001
quarter,2,139950,39950,0.9872665,0.0001
quarter,2,140000,40000,0.9870961,0.0001
quarter,2,140050,40050,0.986568,0.0001
quarter,2,140100,40100,0.9868506,0.0001
quarter,2,140150,40150,0.9873116,0.0001
quarter,2,140200,40200,0.9868509,0.0001
quarter,2,140250,40250,0.9868504,0.0001
quarter,2,140300,40300,0.9874086,0.0001
quarter,2,140350,40350,0.987013,0.0001
quarter,2,140400,40400,0.987128,0.0001
quarter,2,140450,40450,0.9869307,0.0001
quarter,2,140500,40500,0.9874694,0.0001
quarter,2,140550,40550,0.9868525,0.0001
quarter,2,140600,40600,0.9870812,0.0001
quarter,2,140650,40650,0.9872743,0.0001
quarter,2,140700,40700,0.9869555,0.0001
quarter,2,140750,40750,0.9871274,0.0001
quarter,2,140800,40800,0.9871388,0.0001
quarter,2,140850,40850,0.9868281,0.0001
quarter,2,140900,40900,0.9868806,0.0001
quarter,2,140950,40950,0.9869397,0.0001
quarter,2,141000,41000,0.9867717,0.0001
quarter,2,141050,41050,0.9871767,0.0001
quarter,2,141100,41100,0.9867439,0.0001
quarter,2,141150,41150,0.9871244,0.0001
quarter,2,141200,41200,0.9868757,0.0001
quarter,2,141250,41250,0.9871898,0.0001
quarter,2,141300,41300,0.9868596,0.0001
quarter,2,141350,41350,0.9871661,0.0001
quarter,2,141400,41400,0.987144,0.0001
quarter,2,141450,41450,0.9871064,0.0001
quarter,2,141500,41500,0.9868783,0.0001
quarter,2,141550,41550,0.9866681,0.0001
quarter,2,141600,41600,0.9870127,0.0001
quarter,2,141650,41650,0.9874372,0.0001
quarter,2,141700,41700,0.9872061,0.0001
quarter,2,141750,41750,0.9867391,0.0001
quarter,2,141800,41800,0.9871953,0.0001
quarter,2,141850,41850,0.9872437,0.0001
quarter,2,141900,41900,0.9870818,0.0001
quarter,2,141950,41950,0.9869307,0.0001
quarter,2,142000,42000,0.986928,0.0001
quarter,2,142050,42050,0.9866593,0.0001
quarter,2,142100,42100,0.9872879,0.0001
quarter,2,142150,42150,0.9868991,0.0001
quarter,2,142200,42200,0.986977,0.0001
quarter,2,142250,42250,0.9875153,0.0001
quarter,2,142300,42300,0.9871542,0.0001
quarter,2,142350,42350,0.9868841,0.0001
quarter,2,142400,42400,0.987097,0.0001
quarter,2,142450,42450,0.9870937,0.0001
quarter,2,142500,42500,0.986622,0.0001
quarter,2,142550,42550,0.9869719,0.0001
quarter,2,142600,42600,0.9871429,0.0001
quarter,2,142650,42650,0.9864348,0.0001
quarter,2,142700,42700,0.9868248,0.0001
quarter,2,142750,42750,0.9872113,0.0001
quarter,2,142800,42800,0.9866124,0.0001
quarter,2,142850,42850,0.986987,0.0001
quarter,2,142900,42900,0.986923,0.0001
quarter,2,142950,42950,0.9870427,0.0001
quarter,2,143000,43000,0.9867749,0.0001
quarter,2,143050,43050,0.9869596,0.0001
quarter,2,143100,43100,0.9871709,0.0001
quarter,2,143150,43150,0.98706,0.0001
quarter,2,143200,43200,0.9867502,0.0001
quarter,2,143250,43250,0.9871099,0.0001
quarter,2,143300,43300,0.9867424,0.0001
quarter,2,143350,43350,0.9872735,0.0001
quarter,2,143400,43400,0.987025,0.0001
quarter,2,143450,43450,0.9869024,0.0001
quarter,2,143500,43500,0.9873663,0.0001
quarter,2,143550,43550,0.987424,0.0001
quarter,2,143600,43600,0.9870206,0.0001
quarter,2,143650,43650,0.9869706,0.0001
quarter,2,143700,43700,0.9871053,0.0001
quarter,2,143750,43750,0.9869358,0.0001
quarter,2,143800,43800,0.9868996,0.0001
quarter,2,143850,43850,0.9872108,0.0001
quarter,2,143900,43900,0.9871896,0.0001
quarter,2,143950,43950,0.9872161,0.0001
quarter,2,144000,44000,0.9869106,0.0001
quarter,2,144050,44050,0.9868701,0.0001
quarter,2,144100,44100,0.9869396,0.0001
quarter,2,144150,44150,0.9869999,0.0001
quarter,2,144200,44200,0.9872515,0.0001
quarter,2,144250,44250,0.9871009,0.0001
quarter,2,144300,44300,0.9873968,0.0001
quarter,2,144350,44350,0.9866383,0.0001
quarter,2,144400,44400,0.9864857,0.0001
quarter,2,144450,44450,0.9868669,0.0001
quarter,2,144500,44500,0.9866882,0.0001
quarter,2,144550,44550,0.9872648,0.0001
quarter,2,144600,44600,0.9870773,0.0001
quarter,2,144650,44650,0.9866211,0.0001
quarter,2,144700,44700,0.9871949,0.0001
quarter,2,144750,44750,0.9869191,0.0001
quarter,2,144800,44800,0.986603,0.0001
quarter,2,144850,44850,0.9871418,0.0001
quarter,2,144900,44900,0.9874982,0.0001
quarter,2,144950,44950,0.9870593,0.0001
quarter,2,145000,45000,0.9872394,0.0001
quarter,2,145050,45050,0.9871696,0.0001
quarter,2,145100,45100,0.9870678,0.0001
quarter,2,145150,45150,0.9868733,0.0001
quarter,2,145200,45200,0.9866727,0.0001
quarter,2,145250,45250,0.9869513,0.0001
quarter,2,145300,45300,0.9868525,0.0001
quarter,2,145350,45350,0.9868669,0.0001
quarter,2,145400,45400,0.9866661,0.0001
quarter,2,145450,45450,0.9871448,0.0001
quarter,2,145500,45500,0.986958,0.0001
quarter,2,145550,45550,0.9872441,0.0001
quarter,2,145600,45600,0.9868601,0.0001
quarter,2,145650,45650,0.9871986,0.0001
quarter,2,145700,45700,0.9871542,0.0001
quarter,2,145750,45750,0.9867522,0.0001
quarter,2,145800,45800,0.9866844,0.0001
quarter,2,145850,45850,0.9870383,0.0001
quarter,2,145900,45900,0.9866689,0.0001
quarter,2,145950,45950,0.9871303,0.0001
quarter,2,146000,46000,0.9869009,0.0001
quarter,2,146050,46050,0.986968,0.0001
quarter,2,146100,46100,0.9870165,0.0001
quarter,2,146150,46150,0.9872711,0.0001
quarter,2,146200,46200,0.9867917,0.0001
quarter,2,146250,46250,0.9867454,0.0001
quarter,2,146300,46300,0.9870416,0.0001
quarter,2,146350,46350,0.9869449,0.0001
quarter,2,146400,46400,0.9868684,0.0001
quarter,2,146450,46450,0.9873449,0.0001
quarter,2,146500,46500,0.9866077,0.0001
quarter,2,146550,46550,0.9869634,0.0001
quarter,2,146600,46600,0.986737,0.0001
quarter,2,146650,46650,0.9870059,0.0001
quarter,2,146700,46700,0.9867549,0.0001
quarter,2,146750,46750,0.9873018,0.0001
quarter,2,146800,46800,0.9869796,0.0001
quarter,2,146850,46850,0.9864663,0.0001
quarter,2,146900,46900,0.9868578,0.0001
quarter,2,146950,46950,0.9869043,0.0001
quarter,2,147000,47000,0.9868999,0.0001
quarter,2,147050,47050,0.9866428,0.0001
quarter,2,147100,47100,0.9870552,0.0001
quarter,2,147150,47150,0.9871483,0.0001
quarter,2,147200,47200,0.9868611,0.0001
quarter,2,147250,47250,0.9874617,0.0001
quarter,2,147300,47300,0.9874225,0.0001
quarter,2,147350,47350,0.9872222,0.0001
quarter,2,147400,47400,0.9869149,0.0001
quarter,2,147450,47450,0.9870652,0.0001
quarter,2,147500,47500,0.9871234,0.0001
quarter,2,147550,47550,0.9866909,0.0001
quarter,2,147600,47600,0.987229,0.0001
quarter,2,147650,47650,0.9866515,0.0001
quarter,2,147700,47700,0.9868537,0.0001
quarter,2,147750,47750,0.9864561,0.0001
quarter,2,147800,47800,0.9870342,0.0001
quarter,2,147850,47850,0.9870189,0.0001
quarter,2,147900,47900,0.9869455,0.0001
quarter,2,147950,47950,0.9866625,0.0001
quarter,2,148000,48000,0.9871032,0.0001
quarter,2,148050,48050,0.9866518,0.0001
quarter,2,148100,48100,0.9872149,0.0001
quarter,2,148150,48150,0.9869362,0.0001
quarter,2,148200,48200,0.9867521,0.0001
quarter,2,148250,48250,0.9868543,0.0001
quarter,2,148300,48300,0.9866261,0.0001
quarter,2,148350,48350,0.9867536,0.0001
quarter,2,148400,48400,0.9873053,0.0001
quarter,2,148450,48450,0.9865925,0.0001
quarter,2,148500,48500,0.9871163,0.0001
quarter,2,148550,48550,0.9870963,0.0001
quarter,2,148600,48600,0.987287,0.0001
quarter,2,148650,48650,0.9869015,0.0001
quarter,2,148700,48700,0.986644,0.0001
quarter,2,148750,48750,0.9869551,0.0001
quarter,2,148800,48800,0.9871851,0.0001
quarter,2,148850,48850,0.9867089,0.0001
quarter,2,148900,48900,0.9862918,0.0001
quarter,2,148950,48950,0.9869265,0.0001
quarter,2,149000,49000,0.9871201,0.0001
quarter,2,149050,49050,0.9870725,0.0001
quarter,2,149100,49100,0.9868369,0.0001
quarter,2,149150,49150,0.9866409,0.0001
quarter,2,149200,49200,0.9869596,0.0001
quarter,2,149250,49250,0.986578,0.0001
quarter,2,149300,49300,0.987146,0.0001
quarter,2,149350,49350,0.9871159,0.0001
quarter,2,149400,49400,0.9871532,0.0001
quarter,2,149450,49450,0.9870456,0.0001
quarter,2,149500,49500,0.9866797,0.0001
quarter,2,149550,49550,0.9869058,0.0001
quarter,2,149600,49600,0.9867873,0.0001
quarter,2,149650,49650,0.9872376,0.0001
quarter,2,149700,49700,0.9868793,0.0001
quarter,2,149750,49750,0.9865884,0.0001
quarter,2,149800,49800,0.9870982,0.0001
quarter,2,149850,49850,0.9868857,0.0001
quarter,2,149900,49900,0.9871341,0.0001
quarter,2,149950,49950,0.9873953,0.0001
full,1,50,50,0.9949251,5.1e-06
full,1,100,100,0.9944059,1.01e-05
full,1,150,150,0.9942304,1.51e-05
full,1,200,200,0.9941792,2.01e-05
full,1,250,250,0.9939103,2.51e-05
full,1,300,300,0.9937268,3.01e-05
full,1,350,350,0.9936122,3.51e-05
full,1,400,400,0.9930913,4.01e-05
full,1,450,450,0.9927424,4.51e-05
full,1,500,500,0.9922952,5e-05
full,1,550,550,0.9921164,5.5e-05
full,1,600,600,0.9921117,6e-05
full,1,650,650,0.9919853,6.5e-05
full,1,700,700,0.9917955,7e-05
full,1,750,750,0.9917732,7.5e-05
full,1,800,800,0.9918432,8e-05
full,1,850,850,0.9915952,8.5e-05
full,1,900,900,0.9919292,9e-05
full,1,950,950,0.9917154,9.5e-05
full,1,1000,1000,0.9914915,0.0001
full,1,1050,1050,0.9913557,0.0001
full,1,1100,1100,0.9912621,0.0001
full,1,1150,1150,0.9915222,0.0001
full,1,1200,1200,0.9911712,0.0001
full,1,1250,1250,0.9913165,0.0001
full,1,1300,1300,0.9914217,0.0001
full,1,1350,1350,0.9915175,0.0001
full,1,1400,1400,0.991092,0.0001
full,1,1450,1450,0.99131,0.0001
full,1,1500,1500,0.9911715,0.0001
full,1,1550,1550,0.9913203,0.0001
full,1,1600,1600,0.9909704,0.0001
full,1,1650,1650,0.9908344,0.0001
full,1,1700,1700,0.990807,0.0001
full,1,1750,1750,0.9909851,0.0001
full,1,1800,1800,0.9908069,0.0001
full,1,1850,1850,0.9907604,0.0001
full,1,1900,1900,0.9906392,0.0001
full,1,1950,1950,0.9905018,0.0001
full,1,2000,2000,0.9905465,0.0001
full,1,2050,2050,0.990575,0.0001
full,1,2100,2100,0.9905092,0.0001
full,1,2150,2150,0.9902772,0.0001
full,1,2200,2200,0.9906126,0.0001
full,1,2250,2250,0.9903598,0.0001
full,1,2300,2300,0.990478,0.0001
full,1,2350,2350,0.9904599,0.0001
full,1,2400,2400,0.9901988,0.0001
full,1,2450,2450,0.9898499,0.0001
full,1,2500,2500,0.9903519,0.0001
full,1,2550,2550,0.9902571,0.0001
full,1,2600,2600,0.9902388,0.0001
full,1,2650,2650,0.9901505,0.0001
full,1,2700,2700,0.9901749,0.0001
full,1,2750,2750,0.9901696,0.0001
full,1,2800,2800,0.9901459,0.0001
full,1,2850,2850,0.9903556,0.0001
full,1,2900,2900,0.9900593,0.0001
full,1,2950,2950,0.9900235,0.0001
full,1,3000,3000,0.990217,0.0001
full,1,3050,3050,0.9899399,0.0001
full,1,3100,3100,0.9898797,0.0001
full,1,3150,3150,0.9899247,0.0001
full,1,3200,3200,0.9899508,0.0001
full,1,3250,3250,0.9900123,0.0001
full,1,3300,3300,0.9901105,0.0001
full,1,3350,3350,0.9898072,0.0001
full,1,3400,3400,0.9897914,0.0001
full,1,3450,3450,0.9898214,0.0001
full,1,3500,3500,0.9898534,0.0001
full,1,3550,3550,0.989811,0.0001
full,1,3600,3600,0.989884,0.0001
full,1,3650,3650,0.989863,0.0001
full,1,3700,3700,0.9898708,0.0001
full,1,3750,3750,0.989829,0.0001
full,1,3800,3800,0.989471,0.0001
full,1,3850,3850,0.9897038,0.0001
full,1,3900,3900,0.9895731,0.0001
full,1,3950,3950,0.9899154,0.0001
full,1,4000,4000,0.9896568,0.0001
full,1,4050,4050,0.9897456,0.0001
full,1,4100,4100,0.9894285,0.0001
full,1,4150,4150,0.9897692,0.0001
full,1,4200,4200,0.989627,0.0001
full,1,4250,4250,0.9894936,0.0001
full,1,4300,4300,0.9894453,0.0001
full,1,4350,4350,0.9897167,0.0001
full,1,4400,4400,0.9895584,0.0001
full,1,4450,4450,0.9894937,0.0001
full,1,4500,4500,0.9893362,0.0001
full,1,4550,4550,0.9896718,0.0001
full,1,4600,4600,0.9895698,0.0001
full,1,4650,4650,0.9893311,0.0001
full,1,4700,4700,0.9895209,0.0001
full,1,4750,4750,0.9893697,0.0001
full,1,4800,4800,0.9892192,0.0001
full,1,4850,4850,0.9890813,0.0001
full,1,4900,4900,0.9895824,0.0001
full,1,4950,4950,0.9893165,0.0001
full,1,5000,5000,0.9891658,0.0001
full,1,5050,5050,0.9895402,0.0001
full,1,5100,5100,0.9892597,0.0001
full,1,5150,5150,0.9892235,0.0001
full,1,5200,5200,0.9894328,0.0001
full,1,5250,5250,0.9895807,0.0001
full,1,5300,5300,0.9895115,0.0001
full,1,5350,5350,0.9893386,0.0001
full,1,5400,5400,0.988863,0.0001
full,1,5450,5450,0.9893666,0.0001
full,1,5500,5500,0.9896074,0.0001
full,1,5550,5550,0.989287,0.0001
full,1,5600,5600,0.9893698,0.0001
full,1,5650,5650,0.9890837,0.0001
full,1,5700,5700,0.9892742,0.0001
full,1,5750,5750,0.9892944,0.0001
full,1,5800,5800,0.9893757,0.0001
full,1,5850,5850,0.9893351,0.0001
full,1,5900,5900,0.9895535,0.0001
full,1,5950,5950,0.9891517,0.0001
full,1,6000,6000,0.9895462,0.0001
full,1,6050,6050,0.9890963,0.0001
full,1,6100,6100,0.9892724,0.0001
full,1,6150,6150,0.9890536,0.0001
full,1,6200,6200,0.9893407,0.0001
full,1,6250,6250,0.9890035,0.0001
full,1,6300,6300,0.9893274,0.0001
full,1,6350,6350,0.9891281,0.0001
full,1,6400,6400,0.9892069,0.0001
full,1,6450,6450,0.9892721,0.0001
full,1,6500,6500,0.989289,0.0001
full,1,6550,6550,0.9892542,0.0001
full,1,6600,6600,0.9893002,0.0001
full,1,6650,6650,0.9891145,0.0001
full,1,6700,6700,0.9896719,0.0001
full,1,6750,6750,0.9893006,0.0001
full,1,6800,6800,0.9891116,0.0001
full,1,6850,6850,0.9888197,0.0001
full,1,6900,6900,0.9891564,0.0001
full,1,6950,6950,0.9889678,0.0001
full,1,7000,7000,0.9891018,0.0001
full,1,7050,7050,0.9890208,0.0001
full,1,7100,7100,0.989142,0.0001
full,1,7150,7150,0.9891895,0.0001
full,1,7200,7200,0.9890911,0.0001
full,1,7250,7250,0.9890742,0.0001
full,1,7300,7300,0.9889452,0.0001
full,1,7350,7350,0.9889789,0.0001
full,1,7400,7400,0.9887706,0.0001
full,1,7450,7450,0.989116,0.0001
full,1,7500,7500,0.9890726,0.0001
full,1,7550,7550,0.9891523,0.0001
full,1,7600,7600,0.9888015,0.0001
full,1,7650,7650,0.9891651,0.0001
full,1,7700,7700,0.9892533,0.0001
full,1,7750,7750,0.9888375,0.0001
full,1,7800,7800,0.9888756,0.0001
full,1,7850,7850,0.9891707,0.0001
full,1,7900,7900,0.9892054,0.0001
full,1,7950,7950,0.9890053,0.0001
full,1,8000,8000,0.9890748,0.0001
full,1,8050,8050,0.98902,0.0001
full,1,8100,8100,0.9892405,0.0001
full,1,8150,8150,0.9886924,0.0001
full,1,8200,8200,0.9888963,0.0001
full,1,8250,8250,0.9891007,0.0001
full,1,8300,8300,0.9887953,0.0001
full,1,8350,8350,0.9891944,0.0001
full,1,8400,8400,0.9888347,0.0001
full,1,8450,8450,0.9890909,0.0001
full,1,8500,8500,0.9888883,0.0001
full,1,8550,8550,0.9890639,0.0001
full,1,8600,8600,0.9891589,0.0001
full,1,8650,8650,0.9889432,0.0001
full,1,8700,8700,0.9889563,0.0001
full,1,8750,8750,0.9888991,0.0001
full,1,8800,8800,0.9891436,0.0001
full,1,8850,8850,0.989104,0.0001
full,1,8900,8900,0.9883976,0.0001
full,1,8950,8950,0.9890187,0.0001
full,1,9000,9000,0.9889805,0.0001
full,1,9050,9050,0.9885614,0.0001
full,1,9100,9100,0.9891448,0.0001
full,1,9150,9150,0.9890432,0.0001
full,1,9200,9200,0.9888296,0.0001
full,1,9250,9250,0.9888212,0.0001
full,1,9300,9300,0.9889109,0.0001
full,1,9350,9350,0.9889266,0.0001
full,1,9400,9400,0.9889164,0.0001
full,1,9450,9450,0.9887907,0.0001
full,1,9500,9500,0.9892413,0.0001
full,1,9550,9550,0.9892175,0.0001
full,1,9600,9600,0.9889974,0.0001
full,1,9650,9650,0.9889819,0.0001
full,1,9700,9700,0.9890906,0.0001
full,1,9750,9750,0.9888828,0.0001
full,1,9800,9800,0.9885634,0.0001
full,1,9850,9850,0.9887415,0.0001
full,1,9900,9900,0.9888426,0.0001
full,1,9950,9950,0.9889899,0.0001
full,1,10000,10000,0.989168,0.0001
full,1,10050,10050,0.9890214,0.0001
full,1,10100,10100,0.9888573,0.0001
full,1,10150,10150,0.9891571,0.0001
full,1,10200,10200,0.9888694,0.0001
full,1,10250,10250,0.9889059,0.0001
full,1,10300,10300,0.988877,0.0001
full,1,10350,10350,0.9888538,0.0001
full,1,10400,10400,0.9887847,0.0001
full,1,10450,10450,0.9891889,0.0001
full,1,10500,10500,0.9889377,0.0001
full,1,10550,10550,0.9888851,0.0001
full,1,10600,10600,0.9888625,0.0001
full,1,10650,10650,0.988928,0.0001
full,1,10700,10700,0.9888384,0.0001
full,1,10750,10750,0.9891851,0.0001
full,1,10800,10800,0.9886295,0.0001
full,1,10850,10850,0.9890856,0.0001
full,1,10900,10900,0.9890977,0.0001
full,1,10950,10950,0.9885396,0.0001
full,1,11000,11000,0.9888851,0.0001
full,1,11050,11050,0.9889482,0.0001
full,1,11100,11100,0.9888419,0.0001
full,1,11150,11150,0.9888982,0.0001
full,1,11200,11200,0.9884846,0.0001
full,1,11250,11250,0.9889037,0.0001
full,1,11300,11300,0.988708,0.0001
full,1,11350,11350,0.9886408,0.0001
full,1,11400,11400,0.9889762,0.0001
full,1,11450,11450,0.9886398,0.0001
full,1,11500,11500,0.9886675,0.0001
full,1,11550,11550,0.9887849,0.0001
full,1,11600,11600,0.9887751,0.0001
full,1,11650,11650,0.9887227,0.0001
full,1,11700,11700,0.9888669,0.0001
full,1,11750,11750,0.9889227,0.0001
full,1,11800,11800,0.9889865,0.0001
full,1,11850,11850,0.988871,0.0001
full,1,11900,11900,0.9886811,0.0001
full,1,11950,11950,0.9889308,0.0001
full,1,12000,12000,0.9885463,0.0001
full,1,12050,12050,0.9889342,0.0001
full,1,12100,12100,0.9889924,0.0001
full,1,12150,12150,0.9886699,0.0001
full,1,12200,12200,0.988861,0.0001
full,1,12250,12250,0.9887569,0.0001
full,1,12300,12300,0.9886944,0.0001
full,1,12350,12350,0.9890082,0.0001
full,1,12400,12400,0.9888347,0.0001
full,1,12450,12450,0.9886457,0.0001
full,1,12500,12500,0.9885991,0.0001
full,1,12550,12550,0.9890141,0.0001
full,1,12600,12600,0.9886643,0.0001
full,1,12650,12650,0.9888914,0.0001
full,1,12700,12700,0.9890121,0.0001
full,1,12750,12750,0.9890825,0.0001
full,1,12800,12800,0.9889629,0.0001
full,1,12850,12850,0.9888352,0.0001
full,1,12900,12900,0.9887923,0.0001
full,1,12950,12950,0.9891885,0.0001
full,1,13000,13000,0.9886324,0.0001
full,1,13050,13050,0.9888212,0.0001
full,1,13100,13100,0.9887044,0.0001
full,1,13150,13150,0.9889735,0.0001
full,1,13200,13200,0.9886173,0.0001
full,1,13250,13250,0.9889472,0.0001
full,1,13300,13300,0.9889026,0.0001
full,1,13350,13350,0.9889168,0.0001
full,1,13400,13400,0.988384,0.0001
full,1,13450,13450,0.9888615,0.0001
full,1,13500,13500,0.9890063,0.0001
full,1,13550,13550,0.9885257,0.0001
full,1,13600,13600,0.9892228,0.0001
full,1,13650,13650,0.9887739,0.0001
full,1,13700,13700,0.9886257,0.0001
full,1,13750,13750,0.9889324,0.0001
full,1,13800,13800,0.9884867,0.0001
full,1,13850,13850,0.9890248,0.0001
full,1,13900,13900,0.9885532,0.0001
full,1,13950,13950,0.9886262,0.0001
full,1,14000,14000,0.9886819,0.0001
full,1,14050,14050,0.9888239,0.0001
full,1,14100,14100,0.9890832,0.0001
full,1,14150,14150,0.9887502,0.0001
full,1,14200,14200,0.9886901,0.0001
full,1,14250,14250,0.9886456,0.0001
full,1,14300,14300,0.9882799,0.0001
full,1,14350,14350,0.9887111,0.0001
full,1,14400,14400,0.988606,0.0001
full,1,14450,14450,0.9885985,0.0001
full,1,14500,14500,0.9885532,0.0001
full,1,14550,14550,0.9888908,0.0001
full,1,14600,14600,0.9883764,0.0001
full,1,14650,14650,0.9889856,0.0001
full,1,14700,14700,0.988746,0.0001
full,1,14750,14750,0.9888148,0.0001
full,1,14800,14800,0.9885382,0.0001
full,1,14850,14850,0.9885021,0.0001
full,1,14900,14900,0.9887177,0.0001
full,1,14950,14950,0.9886472,0.0001
full,1,15000,15000,0.9887236,0.0001
full,1,15050,15050,0.9887133,0.0001
full,1,15100,15100,0.9886607,0.0001
full,1,15150,15150,0.9886495,0.0001
full,1,15200,15200,0.9886039,0.0001
full,1,15250,15250,0.9885865,0.0001
full,1,15300,15300,0.9884522,0.0001
full,1,15350,15350,0.9886432,0.0001
full,1,15400,15400,0.9886953,0.0001
full,1,15450,15450,0.9889514,0.0001
full,1,15500,15500,0.9888348,0.0001
full,1,15550,15550,0.9886302,0.0001
full,1,15600,15600,0.9886009,0.0001
full,1,15650,15650,0.9885499,0.0001
full,1,15700,15700,0.9888712,0.0001
full,1,15750,15750,0.9886696,0.0001
full,1,15800,15800,0.9887142,0.0001
full,1,15850,15850,0.9887265,0.0001
full,1,15900,15900,0.9884663,0.0001
full,1,15950,15950,0.9885701,0.0001
full,1,16000,16000,0.9889592,0.0001
full,1,16050,16050,0.9887959,0.0001
