arm,stage,global_step,local_step,loss,lr
full,1,157800,157800,0.9874113,0.0001
full,1,157850,157850,0.9880418,0.0001
full,1,157900,157900,0.9874563,0.0001
full,1,157950,157950,0.9876878,0.0001
full,1,158000,158000,0.9875699,0.0001
full,1,158050,158050,0.9876639,0.0001
full,1,158100,158100,0.9876677,0.0001
full,1,158150,158150,0.9875771,0.0001
full,1,158200,158200,0.9875878,0.0001
full,1,158250,158250,0.9876382,0.0001
full,1,158300,158300,0.9874827,0.0001
full,1,158350,158350,0.9876443,0.0001
full,1,158400,158400,0.9874268,0.0001
full,1,158450,158450,0.9874274,0.0001
full,1,158500,158500,0.9875889,0.0001
full,1,158550,158550,0.9874657,0.0001
full,1,158600,158600,0.9874868,0.0001
full,1,158650,158650,0.9875088,0.0001
full,1,158700,158700,0.9875998,0.0001
full,1,158750,158750,0.9875225,0.0001
full,1,158800,158800,0.9875466,0.0001
full,1,158850,158850,0.987737,0.0001
full,1,158900,158900,0.9879187,0.0001
full,1,158950,158950,0.9877238,0.0001
full,1,159000,159000,0.9876053,0.0001
full,1,159050,159050,0.9874889,0.0001
full,1,159100,159100,0.9878082,0.0001
full,1,159150,159150,0.9875924,0.0001
full,1,159200,159200,0.9875571,0.0001
full,1,159250,159250,0.9874741,0.0001
full,1,159300,159300,0.9877968,0.0001
full,1,159350,159350,0.9875476,0.0001
full,1,159400,159400,0.9879631,0.0001
full,1,159450,159450,0.9878328,0.0001
full,1,159500,159500,0.9877159,0.0001
full,1,159550,159550,0.9879826,0.0001
full,1,159600,159600,0.9874008,0.0001
full,1,159650,159650,0.9877465,0.0001
full,1,159700,159700,0.987931,0.0001
full,1,159750,159750,0.9874139,0.0001
full,1,159800,159800,0.987771,0.0001
full,1,159850,159850,0.9877656,0.0001
full,1,159900,159900,0.9875414,0.0001
full,1,159950,159950,0.9876565,0.0001
full,1,160000,160000,0.9876285,0.0001
full,1,160050,160050,0.9873337,0.0001
full,1,160100,160100,0.9878001,0.0001
full,1,160150,160150,0.9876164,0.0001
full,1,160200,160200,0.9877119,0.0001
full,1,160250,160250,0.9877806,0.0001
full,1,160300,160300,0.987425,0.0001
full,1,160350,160350,0.9875505,0.0001
full,1,160400,160400,0.987871,0.0001
full,1,160450,160450,0.987665,0.0001
full,1,160500,160500,0.9881737,0.0001
full,1,160550,160550,0.9875661,0.0001
full,1,160600,160600,0.9873706,0.0001
full,1,160650,160650,0.9874113,0.0001
full,1,160700,160700,0.9878443,0.0001
full,1,160750,160750,0.9872276,0.0001
full,1,160800,160800,0.9873435,0.0001
full,1,160850,160850,0.9876994,0.0001
full,1,160900,160900,0.9875807,0.0001
full,1,160950,160950,0.9875306,0.0001
full,1,161000,161000,0.9875213,0.0001
full,1,161050,161050,0.9871536,0.0001
full,1,161100,161100,0.9874049,0.0001
full,1,161150,161150,0.9872838,0.0001
full,1,161200,161200,0.9875913,0.0001
full,1,161250,161250,0.987747,0.0001
full,1,161300,161300,0.9873658,0.0001
full,1,161350,161350,0.9869562,0.0001
full,1,161400,161400,0.9875506,0.0001
full,1,161450,161450,0.9875138,0.0001
full,1,161500,161500,0.9878576,0.0001
full,1,161550,161550,0.9876759,0.0001
full,1,161600,161600,0.9875014,0.0001
full,1,161650,161650,0.987871,0.0001
full,1,161700,161700,0.9876534,0.0001
full,1,161750,161750,0.9876231,0.0001
full,1,161800,161800,0.9876845,0.0001
full,1,161850,161850,0.9872252,0.0001
full,1,161900,161900,0.9875804,0.0001
full,1,161950,161950,0.9877504,0.0001
full,1,162000,162000,0.9875513,0.0001
full,1,162050,162050,0.9876197,0.0001
full,1,162100,162100,0.9878775,0.0001
full,1,162150,162150,0.9874151,0.0001
full,1,162200,162200,0.9876719,0.0001
full,1,162250,162250,0.9874586,0.0001
full,1,162300,162300,0.9874592,0.0001
full,1,162350,162350,0.9877806,0.0001
full,1,162400,162400,0.9877505,0.0001
full,1,162450,162450,0.9873608,0.0001
full,1,162500,162500,0.9875841,0.0001
full,1,162550,162550,0.9874344,0.0001
full,1,162600,162600,0.9873444,0.0001
full,1,162650,162650,0.9879925,0.0001
full,1,162700,162700,0.9876328,0.0001
full,1,162750,162750,0.9874259,0.0001
full,1,162800,162800,0.9875664,0.0001
full,1,162850,162850,0.9872772,0.0001
full,1,162900,162900,0.9870631,0.0001
full,1,162950,162950,0.9873964,0.0001
full,1,163000,163000,0.9875903,0.0001
full,1,163050,163050,0.9876836,0.0001
full,1,163100,163100,0.9872609,0.0001
full,1,163150,163150,0.9876263,0.0001
full,1,163200,163200,0.9874236,0.0001
full,1,163250,163250,0.9876302,0.0001
full,1,163300,163300,0.9874797,0.0001
full,1,163350,163350,0.9872494,0.0001
full,1,163400,163400,0.9875087,0.0001
full,1,163450,163450,0.9871917,0.0001
full,1,163500,163500,0.9875481,0.0001
full,1,163550,163550,0.987729,0.0001
full,1,163600,163600,0.9877372,0.0001
full,1,163650,163650,0.987029,0.0001
full,1,163700,163700,0.9873922,0.0001
full,1,163750,163750,0.9873331,0.0001
full,1,163800,163800,0.987415,0.0001
full,1,163850,163850,0.9873053,0.0001
full,1,163900,163900,0.9871944,0.0001
full,1,163950,163950,0.9877799,0.0001
full,1,164000,164000,0.9875275,0.0001
full,1,164050,164050,0.9873716,0.0001
full,1,164100,164100,0.9877486,0.0001
full,1,164150,164150,0.9875927,0.0001
full,1,164200,164200,0.9873621,0.0001
full,1,164250,164250,0.9874611,0.0001
full,1,164300,164300,0.9878473,0.0001
full,1,164350,164350,0.9875848,0.0001
full,1,164400,164400,0.9875766,0.0001
full,1,164450,164450,0.9873635,0.0001
full,1,164500,164500,0.9880476,0.0001
full,1,164550,164550,0.9877316,0.0001
full,1,164600,164600,0.9875924,0.0001
full,1,164650,164650,0.9875255,0.0001
full,1,164700,164700,0.9875448,0.0001
full,1,164750,164750,0.9877782,0.0001
full,1,164800,164800,0.9871276,0.0001
full,1,164850,164850,0.9873784,0.0001
full,1,164900,164900,0.9874258,0.0001
full,1,164950,164950,0.987656,0.0001
full,1,165000,165000,0.9875454,0.0001
full,1,165050,165050,0.987332,0.0001
full,1,165100,165100,0.9879052,0.0001
full,1,165150,165150,0.9873918,0.0001
full,1,165200,165200,0.9876094,0.0001
full,1,165250,165250,0.9875511,0.0001
full,1,165300,165300,0.9874505,0.0001
full,1,165350,165350,0.9874167,0.0001
full,1,165400,165400,0.9877017,0.0001
full,1,165450,165450,0.9875952,0.0001
full,1,165500,165500,0.9876515,0.0001
full,1,165550,165550,0.9873208,0.0001
full,1,165600,165600,0.9876862,0.0001
full,1,165650,165650,0.9875661,0.0001
full,1,165700,165700,0.9872354,0.0001
full,1,165750,165750,0.9877451,0.0001
full,1,165800,165800,0.9874355,0.0001
full,1,165850,165850,0.9877591,0.0001
full,1,165900,165900,0.9875031,0.0001
full,1,165950,165950,0.9876533,0.0001
full,1,166000,166000,0.9879616,0.0001
full,1,166050,166050,0.9877807,0.0001
full,1,166100,166100,0.987574,0.0001
full,1,166150,166150,0.9875538,0.0001
full,1,166200,166200,0.9878144,0.0001
full,1,166250,166250,0.9872262,0.0001
full,1,166300,166300,0.9879085,0.0001
full,1,166350,166350,0.9876316,0.0001
full,1,166400,166400,0.9874901,0.0001
full,1,166450,166450,0.9873189,0.0001
full,1,166500,166500,0.9878145,0.0001
full,1,166550,166550,0.9876118,0.0001
full,1,166600,166600,0.9874374,0.0001
full,1,166650,166650,0.9876093,0.0001
full,1,166700,166700,0.9876264,0.0001
full,1,166750,166750,0.987515,0.0001
full,1,166800,166800,0.9877549,0.0001
full,1,166850,166850,0.9875784,0.0001
full,1,166900,166900,0.987854,0.0001
full,1,166950,166950,0.9872851,0.0001
full,1,167000,167000,0.987933,0.0001
full,1,167050,167050,0.9875604,0.0001
full,1,167100,167100,0.988062,0.0001
full,1,167150,167150,0.9877193,0.0001
full,1,167200,167200,0.9875069,0.0001
full,1,167250,167250,0.9880787,0.0001
full,1,167300,167300,0.9873546,0.0001
full,1,167350,167350,0.987607,0.0001
full,1,167400,167400,0.9877496,0.0001
full,1,167450,167450,0.9876821,0.0001
full,1,167500,167500,0.9880186,0.0001
full,1,167550,167550,0.9872996,0.0001
full,1,167600,167600,0.9875865,0.0001
full,1,167650,167650,0.9876767,0.0001
full,1,167700,167700,0.9878659,0.0001
full,1,167750,167750,0.9876596,0.0001
full,1,167800,167800,0.9874458,0.0001
full,1,167850,167850,0.9874683,0.0001
full,1,167900,167900,0.9879538,0.0001
full,1,167950,167950,0.9873227,0.0001
full,1,168000,168000,0.987672,0.0001
full,1,168050,168050,0.9875291,0.0001
full,1,168100,168100,0.9871076,0.0001
full,1,168150,168150,0.9878329,0.0001
full,1,168200,168200,0.987641,0.0001
full,1,168250,168250,0.9876574,0.0001
full,1,168300,168300,0.9871543,0.0001
full,1,168350,168350,0.9876053,0.0001
full,1,168400,168400,0.9877171,0.0001
full,1,168450,168450,0.9873552,0.0001
full,1,168500,168500,0.987453,0.0001
full,1,168550,168550,0.988045,0.0001
full,1,168600,168600,0.9876093,0.0001
full,1,168650,168650,0.9875273,0.0001
full,1,168700,168700,0.9875935,0.0001
full,1,168750,168750,0.9870917,0.0001
full,1,168800,168800,0.9877154,0.0001
full,1,168850,168850,0.9874863,0.0001
full,1,168900,168900,0.9876366,0.0001
full,1,168950,168950,0.9873592,0.0001
full,1,169000,169000,0.9873093,0.0001
full,1,169050,169050,0.9882293,0.0001
full,1,169100,169100,0.9874944,0.0001
full,1,169150,169150,0.9875124,0.0001
full,1,169200,169200,0.9872833,0.0001
full,1,169250,169250,0.9872459,0.0001
full,1,169300,169300,0.9879747,0.0001
full,1,169350,169350,0.9877071,0.0001
full,1,169400,169400,0.9874998,0.0001
full,1,169450,169450,0.9877697,0.0001
full,1,169500,169500,0.987334,0.0001
full,1,169550,169550,0.9875283,0.0001
full,1,169600,169600,0.9877331,0.0001
full,1,169650,169650,0.987341,0.0001
full,1,169700,169700,0.9876601,0.0001
full,1,169750,169750,0.9878054,0.0001
full,1,169800,169800,0.9875193,0.0001
full,1,169850,169850,0.9877155,0.0001
full,1,169900,169900,0.9877156,0.0001
full,1,169950,169950,0.9878417,0.0001
full,1,170000,170000,0.9877439,0.0001
full,1,170050,170050,0.9873129,0.0001
full,1,170100,170100,0.9876562,0.0001
full,1,170150,170150,0.9877607,0.0001
full,1,170200,170200,0.9876831,0.0001
full,1,170250,170250,0.9873732,0.0001
full,1,170300,170300,0.987519,0.0001
full,1,170350,170350,0.987385,0.0001
full,1,170400,170400,0.9874299,0.0001
full,1,170450,170450,0.9878653,0.0001
full,1,170500,170500,0.9876228,0.0001
full,1,170550,170550,0.9876261,0.0001
full,1,170600,170600,0.9878311,0.0001
full,1,170650,170650,0.987532,0.0001
full,1,170700,170700,0.987339,0.0001
full,1,170750,170750,0.9874805,0.0001
full,1,170800,170800,0.9876238,0.0001
full,1,170850,170850,0.9876873,0.0001
full,1,170900,170900,0.9875314,0.0001
full,1,170950,170950,0.9874579,0.0001
full,1,171000,171000,0.9875533,0.0001
full,1,171050,171050,0.9876406,0.0001
full,1,171100,171100,0.9873489,0.0001
full,1,171150,171150,0.987614,0.0001
full,1,171200,171200,0.9878085,0.0001
full,1,171250,171250,0.9877259,0.0001
full,1,171300,171300,0.9877815,0.0001
full,1,171350,171350,0.9873637,0.0001
full,1,171400,171400,0.9876047,0.0001
full,1,171450,171450,0.9875843,0.0001
full,1,171500,171500,0.9877179,0.0001
full,1,171550,171550,0.9875317,0.0001
full,1,171600,171600,0.9876399,0.0001
full,1,171650,171650,0.9873223,0.0001
full,1,171700,171700,0.9875121,0.0001
full,1,171750,171750,0.9875963,0.0001
full,1,171800,171800,0.9874007,0.0001
full,1,171850,171850,0.9875026,0.0001
full,1,171900,171900,0.9873742,0.0001
full,1,171950,171950,0.9874688,0.0001
full,1,172000,172000,0.9877404,0.0001
full,1,172050,172050,0.9874122,0.0001
full,1,172100,172100,0.9876778,0.0001
full,1,172150,172150,0.9875062,0.0001
full,1,172200,172200,0.9873705,0.0001
full,1,172250,172250,0.9873958,0.0001
full,1,172300,172300,0.9876058,0.0001
full,1,172350,172350,0.9874884,0.0001
full,1,172400,172400,0.987332,0.0001
full,1,172450,172450,0.9876921,0.0001
full,1,172500,172500,0.9877598,0.0001
full,1,172550,172550,0.9878694,0.0001
full,1,172600,172600,0.9875167,0.0001
full,1,172650,172650,0.9875118,0.0001
full,1,172700,172700,0.9872069,0.0001
full,1,172750,172750,0.9873098,0.0001
full,1,172800,172800,0.9877135,0.0001
full,1,172850,172850,0.9877982,0.0001
full,1,172900,172900,0.9875938,0.0001
full,1,172950,172950,0.9875631,0.0001
full,1,173000,173000,0.9876056,0.0001
full,1,173050,173050,0.987904,0.0001
full,1,173100,173100,0.987368,0.0001
full,1,173150,173150,0.9875961,0.0001
full,1,173200,173200,0.9876498,0.0001
full,1,173250,173250,0.9874246,0.0001
full,1,173300,173300,0.9875885,0.0001
full,1,173350,173350,0.988086,0.0001
full,1,173400,173400,0.9874125,0.0001
full,1,173450,173450,0.9874067,0.0001
full,1,173500,173500,0.9879268,0.0001
full,1,173550,173550,0.9872855,0.0001
full,1,173600,173600,0.9876663,0.0001
full,1,173650,173650,0.9875262,0.0001
full,1,173700,173700,0.9874435,0.0001
full,1,173750,173750,0.987222,0.0001
full,1,173800,173800,0.9875563,0.0001
full,1,173850,173850,0.9878748,0.0001
full,1,173900,173900,0.9873769,0.0001
full,1,173950,173950,0.9873642,0.0001
full,1,174000,174000,0.987487,0.0001
full,1,174050,174050,0.9879781,0.0001
full,1,174100,174100,0.9874567,0.0001
full,1,174150,174150,0.9875212,0.0001
full,1,174200,174200,0.9875572,0.0001
full,1,174250,174250,0.9878001,0.0001
full,1,174300,174300,0.9874734,0.0001
full,1,174350,174350,0.9876472,0.0001
full,1,174400,174400,0.987621,0.0001
full,1,174450,174450,0.9874188,0.0001
full,1,174500,174500,0.9872968,0.0001
full,1,174550,174550,0.9874977,0.0001
full,1,174600,174600,0.9875304,0.0001
full,1,174650,174650,0.9875457,0.0001
full,1,174700,174700,0.9877512,0.0001
full,1,174750,174750,0.987708,0.0001
full,1,174800,174800,0.9872462,0.0001
full,1,174850,174850,0.987413,0.0001
full,1,174900,174900,0.987902,0.0001
full,1,174950,174950,0.9876451,0.0001
full,1,175000,175000,0.9878097,0.0001
full,1,175050,175050,0.9879125,0.0001
full,1,175100,175100,0.9876931,0.0001
full,1,175150,175150,0.9873151,0.0001
full,1,175200,175200,0.9874418,0.0001
full,1,175250,175250,0.9877162,0.0001
full,1,175300,175300,0.9876337,0.0001
full,1,175350,175350,0.9877122,0.0001
full,1,175400,175400,0.9875135,0.0001
full,1,175450,175450,0.9872644,0.0001
full,1,175500,175500,0.9876867,0.0001
full,1,175550,175550,0.9875579,0.0001
full,1,175600,175600,0.9875733,0.0001
full,1,175650,175650,0.9874189,0.0001
full,1,175700,175700,0.9875993,0.0001
full,1,175750,175750,0.9874769,0.0001
full,1,175800,175800,0.9875278,0.0001
full,1,175850,175850,0.9874696,0.0001
full,1,175900,175900,0.9878235,0.0001
full,1,175950,175950,0.9875532,0.0001
full,1,176000,176000,0.9874279,0.0001
full,1,176050,176050,0.9878592,0.0001
full,1,176100,176100,0.9873928,0.0001
full,1,176150,176150,0.9873582,0.0001
full,1,176200,176200,0.987334,0.0001
full,1,176250,176250,0.9871538,0.0001
full,1,176300,176300,0.9878806,0.0001
full,1,176350,176350,0.9872326,0.0001
full,1,176400,176400,0.9874241,0.0001
full,1,176450,176450,0.9873756,0.0001
full,1,176500,176500,0.9878213,0.0001
full,1,176550,176550,0.9874154,0.0001
full,1,176600,176600,0.9879106,0.0001
full,1,176650,176650,0.9877701,0.0001
full,1,176700,176700,0.9877805,0.0001
full,1,176750,176750,0.9872018,0.0001
full,1,176800,176800,0.9878497,0.0001
full,1,176850,176850,0.9874639,0.0001
full,1,176900,176900,0.9877775,0.0001
full,1,176950,176950,0.9876468,0.0001
full,1,177000,177000,0.987535,0.0001
full,1,177050,177050,0.9877576,0.0001
full,1,177100,177100,0.9875843,0.0001
full,1,177150,177150,0.9876763,0.0001
full,1,177200,177200,0.9874633,0.0001
full,1,177250,177250,0.9878318,0.0001
full,1,177300,177300,0.9873024,0.0001
full,1,177350,177350,0.9872773,0.0001
full,1,177400,177400,0.9877484,0.0001
full,1,177450,177450,0.9874318,0.0001
full,1,177500,177500,0.9873129,0.0001
full,1,177550,177550,0.9872979,0.0001
full,1,177600,177600,0.9875977,0.0001
full,1,177650,177650,0.9872028,0.0001
full,1,177700,177700,0.9876459,0.0001
full,1,177750,177750,0.9873674,0.0001
full,1,177800,177800,0.9875429,0.0001
full,1,177850,177850,0.9873312,0.0001
full,1,177900,177900,0.9874528,0.0001
full,1,177950,177950,0.9876534,0.0001
full,1,178000,178000,0.9877809,0.0001
full,1,178050,178050,0.9875814,0.0001
full,1,178100,178100,0.9877096,0.0001
full,1,178150,178150,0.9877682,0.0001
full,1,178200,178200,0.9878173,0.0001
full,1,178250,178250,0.987142,0.0001
full,1,178300,178300,0.98774,0.0001
full,1,178350,178350,0.9874805,0.0001
full,1,178400,178400,0.9878109,0.0001
full,1,178450,178450,0.9875228,0.0001
full,1,178500,178500,0.9878558,0.0001
full,1,178550,178550,0.9872588,0.0001
full,1,178600,178600,0.9878247,0.0001
full,1,178650,178650,0.9873669,0.0001
full,1,178700,178700,0.9876602,0.0001
full,1,178750,178750,0.987438,0.0001
full,1,178800,178800,0.9877949,0.0001
full,1,178850,178850,0.9876105,0.0001
full,1,178900,178900,0.9875768,0.0001
full,1,178950,178950,0.987578,0.0001
full,1,179000,179000,0.9874192,0.0001
full,1,179050,179050,0.9879849,0.0001
full,1,179100,179100,0.9877222,0.0001
full,1,179150,179150,0.9877698,0.0001
full,1,179200,179200,0.9878013,0.0001
full,1,179250,179250,0.9876318,0.0001
full,1,179300,179300,0.9876806,0.0001
full,1,179350,179350,0.9875069,0.0001
full,1,179400,179400,0.9877857,0.0001
full,1,179450,179450,0.9873559,0.0001
full,1,179500,179500,0.9873127,0.0001
full,1,179550,179550,0.9875476,0.0001
full,1,179600,179600,0.9877663,0.0001
full,1,179650,179650,0.987589,0.0001
full,1,179700,179700,0.9872456,0.0001
full,1,179750,179750,0.9878134,0.0001
full,1,179800,179800,0.9874905,0.0001
full,1,179850,179850,0.9876041,0.0001
full,1,179900,179900,0.9876289,0.0001
full,1,179950,179950,0.9871898,0.0001
full,1,180000,180000,0.9874061,0.0001
full,1,180050,180050,0.9872356,0.0001
full,1,180100,180100,0.9878904,0.0001
full,1,180150,180150,0.9874341,0.0001
full,1,180200,180200,0.9875388,0.0001
full,1,180250,180250,0.9877453,0.0001
full,1,180300,180300,0.9874046,0.0001
full,1,180350,180350,0.9875249,0.0001
full,1,180400,180400,0.9873964,0.0001
full,1,180450,180450,0.9875876,0.0001
full,1,180500,180500,0.9874255,0.0001
full,1,180550,180550,0.9877441,0.0001
full,1,180600,180600,0.9873826,0.0001
full,1,180650,180650,0.9875628,0.0001
full,1,180700,180700,0.9875634,0.0001
full,1,180750,180750,0.9878479,0.0001
full,1,180800,180800,0.9876581,0.0001
full,1,180850,180850,0.9876134,0.0001
full,1,180900,180900,0.9875342,0.0001
full,1,180950,180950,0.9875222,0.0001
full,1,181000,181000,0.9877073,0.0001
full,1,181050,181050,0.9873294,0.0001
full,1,181100,181100,0.9876822,0.0001
full,1,181150,181150,0.987579,0.0001
full,1,181200,181200,0.9876398,0.0001
full,1,181250,181250,0.9872972,0.0001
full,1,181300,181300,0.9871582,0.0001
full,1,181350,181350,0.9872372,0.0001
full,1,181400,181400,0.9874413,0.0001
full,1,181450,181450,0.9872894,0.0001
full,1,181500,181500,0.9873769,0.0001
full,1,181550,181550,0.9876721,0.0001
full,1,181600,181600,0.9876089,0.0001
full,1,181650,181650,0.9873272,0.0001
full,1,181700,181700,0.9876037,0.0001
full,1,181750,181750,0.9876294,0.0001
full,1,181800,181800,0.9879382,0.0001
full,1,181850,181850,0.987564,0.0001
full,1,181900,181900,0.9873093,0.0001
full,1,181950,181950,0.9879519,0.0001
full,1,182000,182000,0.9877562,0.0001
full,1,182050,182050,0.9876584,0.0001
full,1,182100,182100,0.9875023,0.0001
full,1,182150,182150,0.9872915,0.0001
full,1,182200,182200,0.9871637,0.0001
full,1,182250,182250,0.987281,0.0001
full,1,182300,182300,0.987837,0.0001
full,1,182350,182350,0.9877047,0.0001
full,1,182400,182400,0.9875439,0.0001
full,1,182450,182450,0.9873098,0.0001
full,1,182500,182500,0.987707,0.0001
full,1,182550,182550,0.9878175,0.0001
full,1,182600,182600,0.9874393,0.0001
full,1,182650,182650,0.9877841,0.0001
full,1,182700,182700,0.9872348,0.0001
full,1,182750,182750,0.9878933,0.0001
full,1,182800,182800,0.9876728,0.0001
full,1,182850,182850,0.9874473,0.0001
full,1,182900,182900,0.9873805,0.0001
full,1,182950,182950,0.9875377,0.0001
full,1,183000,183000,0.9875837,0.0001
full,1,183050,183050,0.9876997,0.0001
full,1,183100,183100,0.987588,0.0001
full,1,183150,183150,0.9873266,0.0001
full,1,183200,183200,0.9873349,0.0001
full,1,183250,183250,0.9876456,0.0001
full,1,183300,183300,0.9876702,0.0001
full,1,183350,183350,0.988043,0.0001
full,1,183400,183400,0.9876217,0.0001
full,1,183450,183450,0.9876325,0.0001
full,1,183500,183500,0.9874437,0.0001
full,1,183550,183550,0.9871198,0.0001
full,1,183600,183600,0.9872741,0.0001
full,1,183650,183650,0.987538,0.0001
full,1,183700,183700,0.9874644,0.0001
full,1,183750,183750,0.9872075,0.0001
full,1,183800,183800,0.9874919,0.0001
full,1,183850,183850,0.9876534,0.0001
full,1,183900,183900,0.9875664,0.0001
full,1,183950,183950,0.9872708,0.0001
full,1,184000,184000,0.9874341,0.0001
full,1,184050,184050,0.9873698,0.0001
full,1,184100,184100,0.9874473,0.0001
full,1,184150,184150,0.9874113,0.0001
full,1,184200,184200,0.9877893,0.0001
full,1,184250,184250,0.9876473,0.0001
full,1,184300,184300,0.9875357,0.0001
full,1,184350,184350,0.9875736,0.0001
full,1,184400,184400,0.9873503,0.0001
full,1,184450,184450,0.9876279,0.0001
full,1,184500,184500,0.9879056,0.0001
full,1,184550,184550,0.987421,0.0001
full,1,184600,184600,0.9875956,0.0001
full,1,184650,184650,0.9873372,0.0001
full,1,184700,184700,0.9878209,0.0001
full,1,184750,184750,0.9876665,0.0001
full,1,184800,184800,0.9873974,0.0001
full,1,184850,184850,0.9876106,0.0001
full,1,184900,184900,0.9876111,0.0001
full,1,184950,184950,0.9880753,0.0001
full,1,185000,185000,0.9875996,0.0001
full,1,185050,185050,0.9875206,0.0001
full,1,185100,185100,0.9877933,0.0001
full,1,185150,185150,0.9876162,0.0001
full,1,185200,185200,0.9873028,0.0001
full,1,185250,185250,0.9874616,0.0001
full,1,185300,185300,0.9877129,0.0001
full,1,185350,185350,0.9875852,0.0001
full,1,185400,185400,0.9872857,0.0001
full,1,185450,185450,0.9875348,0.0001
full,1,185500,185500,0.9876178,0.0001
full,1,185550,185550,0.9874876,0.0001
full,1,185600,185600,0.9876409,0.0001
full,1,185650,185650,0.9875987,0.0001
full,1,185700,185700,0.9876246,0.0001
full,1,185750,185750,0.9876227,0.0001
full,1,185800,185800,0.987159,0.0001
full,1,185850,185850,0.9874674,0.0001
full,1,185900,185900,0.9876007,0.0001
full,1,185950,185950,0.9874896,0.0001
full,1,186000,186000,0.9875605,0.0001
full,1,186050,186050,0.9872764,0.0001
full,1,186100,186100,0.9874503,0.0001
full,1,186150,186150,0.9874756,0.0001
full,1,186200,186200,0.9871148,0.0001
full,1,186250,186250,0.9872701,0.0001
full,1,186300,186300,0.987363,0.0001
full,1,186350,186350,0.987349,0.0001
full,1,186400,186400,0.9874437,0.0001
full,1,186450,186450,0.9874619,0.0001
full,1,186500,186500,0.9878355,0.0001
full,1,186550,186550,0.9874052,0.0001
full,1,186600,186600,0.9877685,0.0001
full,1,186650,186650,0.9875522,0.0001
full,1,186700,186700,0.987383,0.0001
full,1,186750,186750,0.9876181,0.0001
full,1,186800,186800,0.987631,0.0001
full,1,186850,186850,0.9877064,0.0001
full,1,186900,186900,0.987749,0.0001
full,1,186950,186950,0.9874731,0.0001
full,1,187000,187000,0.9874429,0.0001
full,1,187050,187050,0.9879116,0.0001
full,1,187100,187100,0.9873201,0.0001
full,1,187150,187150,0.9873817,0.0001
full,1,187200,187200,0.9873525,0.0001
full,1,187250,187250,0.9879059,0.0001
full,1,187300,187300,0.9877576,0.0001
full,1,187350,187350,0.9875023,0.0001
full,1,187400,187400,0.9875432,0.0001
full,1,187450,187450,0.9872756,0.0001
full,1,187500,187500,0.9873991,0.0001
full,1,187550,187550,0.9875265,0.0001
full,1,187600,187600,0.9876224,0.0001
full,1,187650,187650,0.9877193,0.0001
full,1,187700,187700,0.987556,0.0001
full,1,187750,187750,0.9872042,0.0001
full,1,187800,187800,0.9874142,0.0001
full,1,187850,187850,0.9874471,0.0001
full,1,187900,187900,0.9875838,0.0001
full,1,187950,187950,0.9875514,0.0001
full,1,188000,188000,0.9875023,0.0001
full,1,188050,188050,0.9874892,0.0001
full,1,188100,188100,0.987491,0.0001
full,1,188150,188150,0.9872705,0.0001
full,1,188200,188200,0.9871209,0.0001
full,1,188250,188250,0.9877158,0.0001
full,1,188300,188300,0.9875757,0.0001
full,1,188350,188350,0.9879208,0.0001
full,1,188400,188400,0.9876258,0.0001
full,1,188450,188450,0.9874399,0.0001
full,1,188500,188500,0.987583,0.0001
full,1,188550,188550,0.9875872,0.0001
full,1,188600,188600,0.9880228,0.0001
full,1,188650,188650,0.9876606,0.0001
full,1,188700,188700,0.9873928,0.0001
full,1,188750,188750,0.9875307,0.0001
full,1,188800,188800,0.9876939,0.0001
full,1,188850,188850,0.9871789,0.0001
full,1,188900,188900,0.9873476,0.0001
full,1,188950,188950,0.9874982,0.0001
full,1,189000,189000,0.9878223,0.0001
full,1,189050,189050,0.9879506,0.0001
full,1,189100,189100,0.9873528,0.0001
full,1,189150,189150,0.9873331,0.0001
full,1,189200,189200,0.9874374,0.0001
full,1,189250,189250,0.9875032,0.0001
full,1,189300,189300,0.9877536,0.0001
full,1,189350,189350,0.9875364,0.0001
full,1,189400,189400,0.9873453,0.0001
full,1,189450,189450,0.9877434,0.0001
full,1,189500,189500,0.9878658,0.0001
full,1,189550,189550,0.9875284,0.0001
full,1,189600,189600,0.9877545,0.0001
full,1,189650,189650,0.9875216,0.0001
full,1,189700,189700,0.9880844,0.0001
full,1,189750,189750,0.9873784,0.0001
full,1,189800,189800,0.9876784,0.0001
full,1,189850,189850,0.9878842,0.0001
full,1,189900,189900,0.9877303,0.0001
full,1,189950,189950,0.987725,0.0001
full,1,190000,190000,0.9876287,0.0001
full,1,190050,190050,0.9879276,0.0001
full,1,190100,190100,0.9876848,0.0001
full,1,190150,190150,0.9876846,0.0001
full,1,190200,190200,0.9874936,0.0001
full,1,190250,190250,0.9875761,0.0001
full,1,190300,190300,0.9877087,0.0001
full,1,190350,190350,0.9874408,0.0001
full,1,190400,190400,0.9875613,0.0001
full,1,190450,190450,0.9874009,0.0001
full,1,190500,190500,0.987384,0.0001
full,1,190550,190550,0.9874346,0.0001
full,1,190600,190600,0.9877985,0.0001
full,1,190650,190650,0.9874701,0.0001
full,1,190700,190700,0.9875486,0.0001
full,1,190750,190750,0.9877205,0.0001
full,1,190800,190800,0.9874966,0.0001
full,1,190850,190850,0.9877225,0.0001
full,1,190900,190900,0.9874851,0.0001
full,1,190950,190950,0.9875116,0.0001
full,1,191000,191000,0.9878344,0.0001
full,1,191050,191050,0.9877675,0.0001
full,1,191100,191100,0.9875879,0.0001
full,1,191150,191150,0.987969,0.0001
